text,offset,length,author
"ArizonaGame and Fish
Arizona is a great location for manyadventure seekers. If you are an angler, you will particularly love the widevariety of opportunities to enjoy fishing and nature. ",0,187,0
"The weather is justgreat, the place inviting, and the resources abundant. For this reason, Arizonais a favorite spot for many vacationers from across the nation. ",112,162,0
Yet there arestill many other reasons why Arizona should come top on your travel list as ahunter or angler. ,201,108,0
"Here is a guide on Arizona Game and Fish.
Fishing:The Many Lakes of Arizona
Arizona is home to numerous fishing lakes.",310,118,0
"The lakes hold an inimitable opportunity in themselves, as there are plenty ofdifferent fish species habiting the lakes. ",353,121,0
"From boating to shore fishing, thereis at least a lake to suite everyone's fishing tastes.
",475,91,0
"Apache Lake: This is a favorite forfishermen looking too catch Catfish, Walleye, and the Yellow Bass. ",567,102,0
"If you areto have a rewarding fishing experience, it is best to visit the lake in themorning hours. ",670,100,0
"Do not laze around, lest you risk catching nothing. Also,remember to bring your own packed lunch. ",771,98,0
"If Apache Lake does not make you wantto stay out the day, go check out the next lake.
",818,86,0
"Alamo Lake: Largemouth bass is the mainprize of this lake. If you bring your family along on your trip, this is thebest lake to visit for evening fishing runs when the fish is reportedly to bevery active.
",905,205,0
"Bear Canyon Lake: If you are after someleisure with your fishing, this is one Arizona's best lakes to frequent. ",1052,112,0
Thisfishing lake is accessible via a short but steep trail that might prove fun foradrenaline junkies. ,1165,103,0
"Once on the lake, fishing is mainly on floating tubes orcanoes.
Bartlett Lake: This is one of the bestfishing lakes in Arizona to visit if you want to catch bluegills and largemouthbass. ",1269,187,0
"It is a great place to escape the hustle and bustle of the city lifesince it is located only 80 kilometres from Phoenix.
",1393,121,0
Fain Lake: This is an excellent fishingspot for anglers looking to catch the rainbow trout. ,1515,92,0
"The trout is healthy and big,making up for the occasionally slow fishing. Feel free to visit the lake anytime of the year, as the trout is stocked yearly.
",1608,155,0
"Canyon Lake: Fishermen find this afavorite among Arizona fishing lakes. It is frequented by anglers searching forthe catfish, bass, and Bluegills. ",1690,147,0
"If you want some rainbow trout action, thisis your lake of choice. You will have difficult time fishing from the shore, soarrange for a boat and troll the waters. ",1766,163,0
"Also, do not oversleep; the best catchis always in the morning.
Lake Havasu: The Lake is a thrill foranglers looking to catch some healthy striped bass, catfish, and smallmouthbass. ",1863,182,0
"It is a favorite spot for fishermen looking to mix up things in theirfishing basket.
",1982,85,0
"Lake Mary: This is the premier of allArizona lakes. If you want more rainbow trout than your SUV can haul, visit theupper portion of the lake. ",2068,143,0
"The lower portion is home to the unique NorthernPike.
You will have the best Arizona fishingexperience if you visit the lakes at night. ",2160,136,0
"Night fishing is fun in itself, butwhen it is Arizona, it is even more fun. At night, you will have the stars andthe beautiful night skyline to keep you company. ",2243,162,0
"Check with the Arizona Gameand Fish Department for more details on fishing and any other relevantinformation.
",2330,110,0
"Hunting in Arizona
Arizonais one of the best hunting locations in the nation. If this won't be your firsttime hunting down in Arizona, you must already be privy to the diversity of habitatand wildlife that make for extraordinary hunting adventures. ",2441,249,0
"But if this willbe your first time shooting down game in Arizona, you are in for anunforgettable experience.
",2613,109,0
"Whetheryou haul back a spike deer, a 6 by 6 bull elk, a handful of doves, or go home withnothing to show for your troubles, the adventures and the memories you create outin the wild with your family and friends will be some of the best times you'veever had.
",2723,258,0
"Nonetheless,we accept as true that the future of game hunting, and the preservation of our naturalresources, is permanently associated with the enrolment of the youth to our honoredtraditions. ",2982,193,0
"We want to suppose that you will be lucky enough to spend the nightunder the stars, and if this is so, you will have an experience that will lastin your memories for ages to come. ",3176,180,0
"Sitting around a campfire away from thedistractions of your day to day life, and chatting away with your little onesis the most relaxing and traditional way of getting to know your kids.
",3357,187,0
"Asthe wise said, proper planning prevents poor performance. Below are a few tipsto help you prepare well in advance and get your adventure started.
",3545,148,0
"YOUTH/JUNIOR HUNTERS
Isn't great that theArizona Game and Fish Department understands and appreciates the place of theyouth in preserving one of America's oldest traditions? ",3634,174,0
"The Department, througha variety of activities promotes and supports introduction of children and theyouth to the ancient tradition of hunting. ",3788,144,0
"It is crucial that the cominggenerations understand and appreciate the role of hunting in conservation,preservation, and management of natural resources.
",3933,154,0
The Arizona Game and FishDepartment dedicates a whole range of juniors-only shooting and huntingprograms to get youth well inducted into hunting. ,4088,146,0
