text,offset,length,author
"ESPN
Launched: September 7, 1979 as the flagship network.
Households: Surpassed 90 million households on June 1, 2005.
",0,119,0
"Programming Hours: more than 5,100 live and/or original hours of sports programming presented annually more than 65 sports including MLB, NBA, NFL, WNBA, college football, men's and women's college basketball, including every game of the women's basketball tournament, tennis, PGA and LPGA Tour golf, Little League World Series, the X Games and the Great Outdoor Games. ",62,370,0
"ESPN Original Entertainment (EOE), the newest ESPN programming franchise, creates branded programming outside of the network's traditional event and sports news genres.
",433,169,0
"SportsCenter
Debut: September 7, 1979, ESPN's first show.
Flagship: SportsCenter is ESPN's flagship studio show and television's only nightly, one-hour sports news program. ",603,173,0
"Offering in-depth reports on breaking news, creative highlights, features and in-depth analysis from award-winning journalists, SportsCenter is television's most comprehensive and longest-running sports news show. ",719,214,0
"The 25,000th show aired August 25, 2002. Viewership: As many as 88 million people a month watch SportsCenter.
",934,110,0
"Event Ownership
ESPN has created or acquired events it owns, markets and televises to increase its value to fans, advertisers and affiliates. ",1004,142,0
"Examples include the X Games, Winter X Games; ESPN Outdoors featuring the CITGO Bassmaster Classic and Great Outdoor Games; the ESPY Awards, Skins Games, Jimmy V Classic (men's and women's college basketball), the PlainsCapital Fort Worth, Sheraton Hawaii and Las Vegas Bowls, and College Football Awards.
",1131,306,0
"ESPN HD
Launched: ESPN HD, a high-definition simulcast service of ESPN, launched on March 30, 2003 with ESPN's first Major League Baseball game of the season, Texas at Anaheim.
",1438,177,0
Households: Over two million and growing. ESPN's industry-leading sports programming is a great match for the clarity and widescreen format of high-definition television. ,1608,171,0
"With the opening of ESPN's Digital Center, over 400 games will be originally produced in HD in 2005.
",1738,101,0
"Format: 720 progressive scan.
Fast facts: biggest HD commitment in sports; first 24-hour sports service; widest variety in sports; high profile events like MLB, NBA, NFL, NHL, Women's Basketball Final Four, College World Series; best collection of sports assets; high-end production; significant investment in facility, trucks and equipment; compelling viewing experience; supports affiliates' rollout of HD; offers quality environment for advertisers; provides content to drive consumer demand of HDTV.
",1840,504,0
"ESPN2
Launched:
",2315,16,0
"ESPN2 debuted on October 1, 1993, as a sister station of ESPN. Originally nicknamed ""the deuce,"" ESPN2 was to be branded as a network for a younger generation of sports fans featuring edgier graphics as well as extreme sports like motocross, snowboarding, and BMX racing. ",2577,272,1
"This mandate was phased out by 2001, as the channel increasingly served as a second outlet for ESPN's mainstream sports coverage.
",2787,130,1
"Households: Over 89 million households.
Programming Hours: more than 4,800 live and/or original hours of sports programming annually featuring MLB, NBA, college football and basketball, golf, tennis, auto racing and more. ",2981,222,0
"Cold Pizza, the network's two-hour morning show, combines sports with pop culture and lifestyle features. ",3164,106,0
"ESPN Hollywood, a nightly sports and entertainment news program, and Quite Frankly, hosted by Stephen A. ",3271,105,0
"Smith,debuted this year. Rapid Growth: ESPN2, launched Oct. 1, 1993, reached 50, 60, 65, 70, 75 and 80 million homes faster than any network previously.
",3377,153,0
"Penetration: ESPN2 is now available in 96% of ESPN households.
ESPN2 HD
Launched: January 6, 2005 as a simulcast of ESPN2.
",3506,123,0
"Programming: Over 150 live telecasts in its first year - featuring college football plus men's and women's college basketball, the Little League World Series and Major League Baseball.
",3558,185,0
"Hours: Together, ESPN HD and ESPN2 HD will offer viewers over 6,000 hours of originally produced high-definition programming and over 2,000 original programs.
",3744,159,0
"ESPN Classic
Launched: May 6, 1995 (as Classic Sports Network) with 6,500 households in Ada, Okla.
",3904,99,0
"Households: Over 58 million homes; the base has grown more than 600 percent since ESPN's acquisition.
",3991,102,0
"Acquisition: On Oct. 9, 1997, ESPN acquired Classic Sports Network (since renamed ESPN Classic), a 24-hour, all-sports network.
",4094,128,0
"Programming Philosophy: devoted to highlighting and celebrating the timeless events, personalities, moments and stories comprising the heritage of sports. ",4202,155,0
"As a curator of sports history, ESPN Classic connects the past with the present-day sports landscape, providing sports fans with perspective, context and relevancy.
",4358,165,0
"Programming Lineup: Includes a combination of live and classic sporting events; original entertainment series such as Classic Now, Cheap Seats, Who's #1?, and Top 5 Reasons You Can't Blame; Reel Classics, a weekly sports movie series; and documentary programming, including the Emmy and Peabody Award-winning SportsCentury. ",4524,324,0
"Programming relates to MLB, NBA, NFL, NHL, NASCAR, boxing (including the ESPN Big Fights Library), tennis, golf, college football and basketball.
",4849,146,0
"ESPNEWS
Launched: Nov. 1, 1996 with 1.5 million subscribers.
Subscribers: Over 45 million homes full-time; 11 million part-time.
",4996,129,0
"Viewership Growth: Experienced 22 consecutive months of year-to-year growth in household impressions.
",5065,102,0
"Immediacy: ESPNEWS, the only 24-hour sports news network, has established itself as an immediate source of sports news and information.
",5168,136,0
"Philosophy: merge ESPN's on-air and online entities to present the ultimate interactive sports news outlet.
",5305,108,0
"Relaunch: On Sept. 7, 2001, ESPNEWS relaunched with new elements including enhanced interactive features, graphics and a television first - highlights combined with box scores and shot charts.
",5414,193,0
"Programming: The Hot List, 4 Qtrs, NFL Monday Quarterback, NFL Blitz, The Pulse, College Coaches' Spotlight, ESPNEWS Post-Game Extra, press conferences.
",5589,153,0
"ESPN Deportes
Launched: Jan. 7, 2004. ESPN Deportes is: a 24-hour, Spanish-language sports network serving the Spanish-speaking U.S. sports fan.
",5743,145,0
"Productions: Feature separate on-site teams with Spanish-speaking commentators, Spanish-language interviews, graphics, and commercials.
",5851,136,0
"Programming: live events including Dominican Baseball League, Pacific League Baseball from Mexico, NBA, NFL, MLB, boxing, UEFA Champions League, Wimbledon, and more; its own Spanish-language edition of SportsCenter; and other news and information shows including ESPN Perfiles, Fuera de Juego, Fbol Picante, Cronetro, and NFL Semanal.
",5988,335,0
History: ESPN Deportes began as a Sunday night programming block in July 2000 when ESPN and Major League Baseball offered Spanish-language telecasts of the Home Run Derby and select Sunday Night Baseball games. ,6324,211,0
"Starting in 2001, ESPN Deportes began offering full Sunday Night Baseball and Sunday Night NFL schedules, as well as boxing.
",6536,125,0
"Brand Extensions: The roster of ESPN Deportes-branded initiatives also includes ESPNdeportes.com, a fully integrated Spanish-language website; ESPN Deportes Radio, which offers exclusive Spanish-language broadcasts of the Major League Baseball All-Star Game, League Championship Series, and World Series, as well as daily talk shows and SportsCenter updates; ESPN Deportes La Revista, a magazine collaboration between ESPN, Inc. and Editorial Televisa, the largest publisher of Spanish-language titles in the world, published monthly and offering content targeted to the interests of U.S. ",6662,589,0
"Hispanics, including coverage of Major League Baseball, as well as Caribbean and Mexican League baseball; boxing; NFL; Latin American, European, and international soccer; auto racing and action sports; and ESPN Deportes Wireless, which offers Sprint and Verizon mobile phone subscribers images of their favorite Latino sports stars.
",7252,333,0
Programming: The ESPNU schedule will feature approximately 300 live events (regular-season and championships) in the network's first year. ,7586,139,0
"Action includes a variety of top football and men's and women's basketball mixed with baseball, softball, volleyball, lacrosse, ice hockey, wrestling and more. ",7726,160,0
"ESPNU will also offer comprehensive studio programming, replays of ABC Sports, ESPN, ESPN2 and ESPN Regional Television games, plus specials and more.
",7887,151,0
"Production: ESPN Regional Television (ERT) in Charlotte, N.C. handles production responsibilities for ESPNU.
",8039,109,0
"Multimedia Initiative: The television network is the key component of the multimedia ESPNU initiative that delivers college sports content across ESPN's family of services, such as ESPN.com, ESPN The Magazine, ESPN Mobile (wireless), ESPN Radio, ESPN Interactive, ESPN360 (broadband), merchandising and more.
",8149,309,0
"ESPN Regional Television
Acquired: On May 9, 1994, ESPN acquired Creative Sports (since renamed ESPN Regional Television), a tv/radio sports marketing, syndication and production company.
",8459,188,0
"Production: produces events for ESPN networks, ABC Sports and other national, regional and local outlets. ",8623,106,0
"Events include college football, college basketball, the popular ""Skins Games,"" the Fort Worth, Hawaii and Las Vegas Bowls, the College Football Awards and much more.
",8730,167,0
"Marketing: exclusive college marketing agreements with Iowa St., Kansas, Oregon, South Florida, TCU, the University of Alabama-Birmingham and UNLV. ",8898,148,0
"Syndication: exclusive syndication rightsholder for Big Ten, BIG EAST, Conference USA and Mountain West football and men's basketball, as well as Big 12 men's basketball. ",9047,171,0
"ERT, the nation's largest syndicator of intercollegiate sports programming, produces more than 740 college TV programs, including 575 games and 165 coaches' shows and specials.
",9219,177,0
