text,offset,length,author
"The earliest known map is a matter of debate. Firstly because the definition of a map is not sharp and secondly because some artifacts that are speculated as maps may actually be something else.
",0,195,0
"which might have been used to depict the ancient city of atalh y k, has been dated back to the late 7th millennium BCE
",150,119,0
"The other maps of ancient world include an engraved map of the Babylonian city of Nippur, from the Kassite period from 14th to 12th centuries BCE. ",270,147,0
"The ancient Romans and Greeks created maps, beginning with Anaximander during the 6th century BC. ",418,98,0
Ptolemy's world map is a map of the known world to the Western society during the 2nd century A.D . ,517,100,0
Arab scholars translated the works of the Greek geographers into Arabic as early as the 700s. ,618,94,0
"Geographical literature goes back to the 5th century BC in ancient China. The oldest Chinese maps are from the State of Qin and these are dated back to the 4th century BC.
",713,172,0
The book of Xin Yi Xiang Fa Yao WAS published in the year 1092 by Su Song who was a Chinese scientist. ,812,103,0
The book had a star map with cylindrical projection that was similar to the Mercator projection. ,916,97,0
"It seems that this method of charting had existed in China even prior to this publication but the greatest significance of such star maps by Su Song, is the fact that they represent the oldest existent star maps that are available in the printed form.
",1014,252,0
Early cartography from India includes legendary paintings and maps of locations that have been described in the Indian epic poetry like Ramayana. ,1267,146,0
Indian cartographic traditions have also covered the locations of Pole star and other constellations. ,1414,102,0
"These charts might have been in use in the beginning of the Common Era for the purpose of navigation.
",1517,102,0
"Mappa mundi is a general term that is used to describe the Medieval European maps of the world.
",1620,96,0
"Almost 1,100 mappae mundi have been known to have survived from the Middle Ages. ",1717,81,0
"Nine hundred out of these are found to illustrate manuscripts and the remaining exist in the form of stand-alone documents.
",1799,124,0
"Muhammad al-Idrisi, an Arab geographer, produced Tabula Rogeriana which was his his medieval atlas in 1154. ",1924,108,0
"Knowledge of Africa, Indian Ocean and the Far East that was gathered by the Arab merchants and explorers was incorporated with the information that was inherited from the classical geographers. ",2033,194,0
"As a result, he created the most accurate world map of his time. As a matter of fact, this map remained as the most accurate map of world for the next three centuries.
",2228,168,0
"During the Age of Exploration , from 15th century to 17th century, the European cartographers copied the earlier maps and drew their own versions that were based on the explorers' observations that made use of new surveying techniques. ",2332,236,0
"The invention of the telescope, magnetic compass and sextant helped in increasing accuracy. ",2569,92,0
"Martin Behaim, who was a German cartographer, made one of the the oldest extant globe of the Earth in the year 1492.
",2662,117,0
