text,offset,length,author
"T he Dream: Early Disneyland History
In the early 1940s, kids started asking to see where Mickey Mouse and Snow White lived. ",0,125,0
Disney resisted giving studio tours because he thought watching people making cartoons was boring. ,89,99,0
"Instead, he thought of building a character display beside the studio. Artist-architect John Hench is quoted in the Disneyland News Media Source Book : ""I remember several Sundays seeing Walt across the street in a weed-filled lot, standing, visualizing, all by himself.""
",189,272,0
"The Source Book quotes Disney: ""I could never convince the financiers that Disneyland was feasible, because dreams offer too little collateral."" ",391,145,0
"Undeterred, he borrowed against his life insurance and sold his second house, just to develop his idea to the point where he could show others what he had in mind. ",537,164,0
"Studio employees worked on the project, paid from Disney's personal funds. Art director Ken Anderson said that Disney didn't remember to pay them every week, but he always made good in the end, handing out crisp, new bills that he failed to count very accurately. ",702,264,0
"Disneyland History: Building Disney and his brother Roy mortgaged everything they owned to raise $17 million to build Disneyland, but fell short of what they needed. ",892,166,0
"ABC-TV stepped in, guaranteeing a $6 million loan in exchange for part ownership and Disney's commitment to produce a weekly television show for them.
",1059,151,0
"When the City of Burbank denied a request to build near the studio, a crucial chapter in Disneyland history began. ",1211,115,0
"Disney engaged Stanford Research Institute, who identified Anaheim as the center of Southern California's future growth. ",1327,121,0
"Disney bought 160 acres of Anaheim orange groves, and on May 1, 1954, construction began toward an impossible deadline of July, 1955, when money would run out Opening Day: the Blackest Sunday in Disneyland History
",1449,214,0
"On Sunday, July 17, 1955, invited guests arrived, and 90 million people watched via a live television broadcast. ",1664,113,0
"The day is still known in Disney lore as ""Black Sunday,"" and for good reason, as a guest list of 15,000 swelled to almost 30,000 attendees. ",1778,140,0
Among the many mishaps: Local police dubbed the seven-mile freeway backup the worst mess they had ever seen. ,1919,109,0
"Rides and attractions broke down under the unslaught of guests, opening and closing periodically to make way for television crews. ",2029,131,0
Fantasyland closed temporarily due to a gas leak. Main Street's freshly-poured asphalt softened in the heat. ,2161,109,0
"Women wearing high heels sometimes left a shoe behind, stuck in black goo. Because of a plumber's strike, both restrooms and drinking fountains could not be ready by opening day. ",2221,179,0
"Walt opted for restrooms, leaving visitors hot and thirsty. Most reviewers declared the park overpriced and poorly managed, expecting Disneyland history to be over almost as soon as it began. ",2326,192,0
"Disneyland History: Open to the Public The next day, 10,000 members of the general public got their first peek. ",2459,112,0
"On the first day of its long history, Disneyland charged visitors $1.00 admission (about $6.50 in today's dollars) to get through the gate and see three free attractions in four themed lands. ",2572,192,0
"Individual tickets for the 18 rides cost 10 to 35 cents each.
Walt and his staff addressed the problems, limiting daily attendance to 20,000 to avoid overcrowding. ",2765,164,0
"Within seven weeks, the one-millionth guest passed through the gates. Landmark Dates in Disneyland History
",2868,107,0
"1959: Disneyland almost causes an international incident when U. S. officials deny Soviet Premier Nikita Krushchev a visit because of security concerns.
",2906,153,0
"1959: ""E"" ticket introduced. The most expensive ticket, it granted access to the most exciting rides and attractions such as Space Mountain and Pirates of the Caribbean.
",2995,170,0
"1963: The Enchanted Tiki Room opens, and the term ""animatronics"" (robotics combined with 3-D animation) is coined.
",3137,115,0
"1964: Disneyland generates more money than Disney Films.
1966: Walt Disney dies.
",3253,81,0
"1982: The Disneyland Ticket Book is retired, replaced by a ""Passport"" good for unlimited rides.
",3278,96,0
"1985: Year-round, daily operation begins. Before this, the park closed Monday and Tuesday during off seasons.
",3375,110,0
"1999: FASTPASS introduced.
2001: Downtown Disney , Disney's California Adventure and the Grand Californian Hotel open.
",3444,119,0
2004: Australian Bill Trow is the 500-millionth guest. Disneyland History Sources There may well be as many urban legends about Disneyland as there are facts. ,3537,159,0
"We try to avoid the former in our Disneyland history. Our material for this Disneyland history comes to us courtesy of Disneyland Public Relations.
",3642,148,0
"W atch Mickey, Minnie, Goofy and the rest in six simultaneously playing black and white cartoons.
",4559,98,1
"O ne-way trip on Main Street. Choose between a double-decker Omnibus, a fire engine, a horseless carriage and a Horse-Drawn Streetcar.
",4658,135,1
"P ack your bags, because you are booked for the next departing Star Tours flight to the moon of Endor! ",4764,103,1
"You and the other passengers will experience a galaxy far, far away as never before. ",4868,85,1
"From the safety and comfort of a Star Tours shuttle craft, watch through the cockpit window as you accelerate through the stars, jumping to light speed while your navigator droid, R2-D2, aids your captain in guiding you on a problem-free flight to the Endor Moon. ",4954,264,1
"Be careful if you get a new captain, though. Wee heard that with some of those first-timers the ride can get very bumpy.",5219,120,1
