text,offset,length,author
"intro: how BR thought of it, no one thought ESPN would work (there were no 24-hour channels back then), what he did to get it off the ground, how long it took before it became obvious that his idea was a great one
",0,214,0
"When Bill Rasmussen first entered the world of sports reporting, his prospects did not seem bright. ",215,100,0
"He had no official education or training in journalism, and had drifted into sports reporting only after other jobs didn't work out. ",316,133,0
"Few would have predicted that he would launch the venture that completely revolutionized not only sports journalism, but the whole world of sports entertainment. ",450,162,0
"In fact, some would say that Bill Rasmussen's brain child, Entertainment Sports Programming Network, changed the world of sports itself.
",613,137,0
"Yet little in Rasmussen's background or early career would have foreshadowed his success.
",751,90,0
"What happened next is sometimes described as Scott's coming up with the idea for a sports TV cable network along with his father, and sometimes as Bill's coming up with the idea along with his son. ",842,198,0
"It seems that more credence is given to its having been Bill's brain child, with contributing efforts from Scott.
",1041,114,0
"(In fact, there seems to have been some idea early on that it would focus mostly or wholly on the Hartford Whalers, though this idea is not often mentioned in retellings of the early history of ESPN. ",1156,200,0
"It seems that it may have been contributed by another early partner, one associated with the Whalers, who dropped out of the partnership when they ran into early funding problems.) ",1357,181,0
"Bill Rasmussen envisioned buying a few hours of cable time a night and filling it with coverage of Connecticut sports.
",1539,119,0
"At this time, cable time was new and expensive, but satellite communications were almost unknown. ",1659,98,0
"Not only would the satellite feed go for twenty-four hours a day, Rasmussen learned, but it would reach nationwide audiences - all for less than the cost of the few hours of cable time he had envisioned buying
",1758,210,0
"Most of the investors who had initially been interested in Rasmussen's plan evaporated once they learned how it had changed in the scale and scope of its ambition.
",1969,164,0
"Rasmussen, however, persisted. Using nine thousand dollars of his own savings and another thirty thousand that he had borrowed from relatives, he continued to develop his idea. ",2134,177,0
"In order to get his network started, however - to buy the satellite transponder that it would require, as well as land on which to situate the transponder where it would have an unobstructed signal, along with other significant capital investments - Rasmussen needed real money. ",2281,279,0
"In vain he tried to convince his investors that there was an audience (and advertisers) who were interested in twenty-four-hour sports coverage.
",2561,145,0
"Although ESPN has had many owners since its 1979 launch, it has always kept the basic format that Rasmussen devised at the outset: twenty-four-hour coverage of sporting events, combined with a few sporting news shows that would give more in-depth coverage of sporting news and analysis. ",2707,287,0
"In fact, many credit ESPN with creating the sports analysis news show as we know it today.
",2995,91,0
"It is still considered the touchstone for sports news programming, and has created a new tone for presenting sports news that is among the strongest influences on sports reporting today.
",3087,187,0
"Changes in ownership
",3275,21,0
"who had been a sportscaseter on Connecticut TV station WTNH, Channel 8 based in New Haven, and
",3316,95,1
"Berman helped to create the show's breezy, catch-phrase-rich style that ultimately became a signature not only of SportsCenter but of ESPN as a whole.
",3412,151,0
"One element of SportsCenter that helped to define its irreverent tone, while also underlining its claim to being close to important developments in the sporting world, was its series of ads for the show. ",3564,204,0
The series as a whole was called This is SportsCenter. Most of the ads took some aspect of sports life and incorporated it into what is supposed to be behind-the-scenes life at ESPN. ,3769,183,0
Several of the spots included recognizable figures from the world of sports seemingly performing some mundane function in the ESPN offices. ,3898,140,0
"Examples of these include:
flubbing one or more phrases each time he tries. The camera cuts to a room full of replacement anchors seated on a bench like relief pitchers in baseball, several of whom are engaged in various warm-up activities for anchoring such as pointing at the camera and saying ""This is SportsCenter ."" ",4039,321,0
"Back in the studio, Kenny Mayne's producer approaches him gently, saying, ""Maybe it's just not your night, big guy."" ",4285,117,0
Kenny insists that he can do it and pleads with the producer to give him one more chance. ,4403,90,0
"In the end, the producer calls the ""bullpen"" and San Diego Padres closer Trevor Hoffman comes jogging out to take the anchor's chair, while Kenny Mayne throws his pencil down in disgust at being yanked from the game. ",4494,217,0
"Another famous spot shows the SportsCenter anchors talking to prospective new reporters as though they are new recruits to a fairly low-level, poorly-paid sports team, telling them that sometimes if their throats get sore from talking on camera, the network will pay for them to see a throat doctor.
",4712,300,0
"Connections with Professional Sports Franchises
If SportsCenter was what helped give ESPN its tone, it was the network's close connections and, in some cases, exclusive agreements with professional and college sports teams and leagues that helped it build its claim to being the best source for sports coverage, analysis, and news anywhere.
",5013,341,0
"(It set out to compete ""indirectly"" in that it intended to fill the football-less months during spring and summer; however, before long the USFL's owners and directors voted against strong minority opposition to compete directly by playing in the fall and winter. ",5478,264,1
"Most observers agreed that this decision, coupled with other myriad examples of mismanagement, led directly to the USFL's collapse after only three years.)
",5743,156,1
"Without the presence of a broadcast partner that had many hours to fill and that was new enough to the sports broadcasting world to be eager for professional partnerships, the USFL likely would not have received much air time and would probably have folded sooner. ",5899,265,0
"The fact that it was not able to take advantage of the boost offered them by this piece of timely good fortune suggests that mismanagement was in fact rife at the USFL and was the reason it failed.
",6165,198,0
"This was an important condition in 1987, when the majority of television watchers still watched only free broadcast television and being a cable subscriber was still relatively uncommon. ",6364,187,0
"It was one thing for a fringe league such as USFL to be available for viewing only on a cable channel, but the idea of having NFL games available only to paying cable subscribers was at that time unthinkable.
",6552,209,0
"but ESPN contends that it at least falls under the rubric of ""sports entertainment"" which is its bailiwick.
",6762,108,0
