text,offset,length,author
Dogsadopted from shelters are often referred to as shelter dogs orpound puppies; dogs adopted from rescue organizations are oftencalled rescue dogs. ,0,149,0
"Shelters have put together informationalwebsites to help the public choose the right dog for theirfamily.
",150,106,0
"Pets are taken to animal shelters for manyreasons. Breeding: Breeders are a leading cause ofoverpopulation because they usually produce more pets than they cansell and often produce pets that do not fit their desired breedingspecifications, and must be gotten rid of. ",257,268,0
Death: Owner dies and no one in the familywants to (or can) keep the pet. Changed circumstances: Financial or livingarrangements change drastically and people feel that they can nolonger provide an appropriate home for the pet. ,475,228,0
This might alsoinclude someone having to move to a new living situation where petsare not allowed. ,630,99,0
Second thoughts: A pet was purchased after thespur of the moment decision or as a gift (frequently forChristmas). ,730,114,0
"Some time afterward, owners discover that caring forthe pet is much more work than expected, or requires more space orexercise than they are prepared to give. ",845,159,0
"Lost pet: Pet leaves home or cannot find itsway back, and the owner does not succeed in finding it. ",1005,100,0
Health: Severe health problems make itimpossible to have a dog in the house or impossible for the ownerto care for the dog. ,1106,124,0
"Practice babies: Shelters use this term foranimals that have been adopted by couples, and who are thenabandoned when the couple splits up, or when a real baby comesalong and they no longer have the time or inclination to care fortheir pet. ",1231,240,0
"Moving across borders: People leave thecountry; quarantine laws in some countries can be traumatic to petsand owners, so to avoid the stress, the pet is surrendered to ananimal shelter. ",1472,186,0
"Allergies: Many owners claim to have developedallergies to their pets, or that their children have developedallergies to their pets.
",1659,133,0
These are some of the many ways in which peopledeal with a dog they can't cope with. ,1793,85,0
However there are some evenmore extreme actions that take place. Some people have their peteuthanized also known as having them put down. ,1879,138,0
Many veterinarianswill no longer agree to do this as it is considered to be anunethical use of their resources unless the animal is old an inpain. ,1953,147,0
Others argue that euthanasia is a more humane option thanleaving a pet in a cage for very long periods of time but this isridiculous. ,2101,134,0
"If an animal is going to haveto be kept in a cage for a long time, their owner should not havetried to get a pet that requires so much care. ",2236,141,0
All animals deserveto live their lives in adherence to their basic needs. For dogsthis is frequent exercise and a home that can provide the propermental stimulation. ,2378,166,0
"Other people simply release the pet into thewild or otherwise abandon it, with the expectation that it will beable to take care of itself or that it will be found and adopted.",2471,175,0
"More often, these pets succumb to hunger, weather, traffic, orcommon and treatable health problems. ",2647,100,0
"To leave a dog, that camehome expecting to live with you and be loved by you, alone in thewild desperately trying to feed itself and find somewhere warm tosleep is the most appalling lack of basic morality. ",2748,207,0
"But not onlythat it is an insult to your dog, the one you chose but gave up onwhen it got too hard. ",2956,100,0
This is unacceptable whatever the situation.There are always other options open to a caring dog owner. ,3057,103,0
"Somepeople euthanize pets because of terminal illnesses or injuries,while others even do it for common health problems that theycannot, or will not, pay for treating. ",3117,167,0
"More responsible owners willtake the pet to a shelter, or call a rescue organization, where itwill be cared for properly until a home can be found. ",3285,148,0
"Homes cannotalways be found, however, and euthanasia is often used for theexcess animals to make room for newer pets, unless the place has ano-kill policy. ",3434,156,0
The Humane Society of the United States estimatesthat 3-4 million dogs and cats are euthanized each year in the USbecause of a lack of homes. ,3591,142,0
Animal protection advocates urge peopleto spay or neuter their pets and to adopt instead of buying animalsin order to reduce the number of animals who have to beeuthanized. ,3734,173,0
"To help lower the number of animalseuthanized, some shelters have developed this no-kill policy. ",3908,97,0
Theseshelters keep their animals as long as it takes to find them newhomes. City shelters rarely have this policy because of the largenumber of animals they receive. ,4006,166,0
No-kill shelters are usually run bygroups that have volunteers or individuals with enough space tofoster pets until a permanent home can be found. ,4097,147,0
"However, many ofthese groups and individuals have a finite number of spacesavailable. ",4245,86,0
"This means they will not take in new animals unless aspace opens up, although they will often take back pets that theyhave adopted out previously The central issue inthe adoption of a pet is whether a new owner can provide a safe,secure, permanent home for the pet. ",4332,266,0
"Many shelters, pounds, andrescue organizations refuse to supply animals to people whom theyjudge cannot supply the animal with a suitable home. ",4599,144,0
A new owner migh t alsoface training challenges with a pet who has been neglected orabused. ,4744,92,0
"In those cases, the owner must be extra patient with theanimal and provide it with the right care to help the pet overcomethe past.
",4837,132,0
"One problem shelters are fighting to overcomeis what they term ""Big Black Dog syndrome"". ",4970,89,0
"Big black dogs (BBDs)are consistently the hardest dogs to place even if they refriendly, well trained, and in perfect health. ",5060,126,0
"This may be due to anumber of factors, including fear stigma against certain breedtypes, attraction to ads and the fact that black dogs do notphotograph as well as lighter coated ones, and the fact that blackdogs are often portrayed as aggressive in film and on television.",5187,273,0
"Organizations have started campaigns to educate the public aboutBBD syndrome.
",5461,78,0
Hundreds of thousandsof dogs suffer in puppy mills in this country. The dogs areprisoners of greed. ,5888,100,1
They are locked in small cages. They freeze inthe winter and swelter in the summer. ,5921,84,1
The dogs never get out oftheir prisons. They are bred over and over again until they die.,5974,89,1
The only way to free them from the misery of these horridpuppymills is to eliminate the demand for puppies by refusing tobuy a puppy in a pet store and boycotting those pet stores thatsell puppies. ,6024,198,1
"When people stop buying puppies in pet stores, thepuppy mills will go out of business and the misery will end. ",6223,111,1
Thestate and federal governments do not enforce the laws to protectthe dogs. The commercial breeders and brokers have huge well-fundedlobbying efforts. ,6335,152,1
Please join this fight to free the prisoners ofgreed. The only person who is going to make a difference for thedogs suffering in puppy mills is you. ,6411,149,1
"You, the people, can freethem from their puppy mill prisons.
",6507,61,1
