text,offset,length,author
"Hoboken was originallyan island, surrounded by the Hudson River on the east and tidallands at the foot of the New Jersey Palisades on the west. ",0,144,0
"It was aseasonal campsite in the territory of the Hackensack, a sub-groupof Lenni Lenape natives called Unami, whose totem was the turtle.",145,138,0
"Later called Delaware Indian, the Lenape are believed to have livedfor more than 2800 years on lands around and in-between the Hudsonand Delaware Rivers. anchored his ship, the Halve Maen (Half Moon) at Weehawken Cove onOctober 2, 1609 and together with his men The United NewNetherland Company was created to manage this new territory and inJune of 1623, New Netherland or Novo Belgio became a Dutchcolony. ",284,408,0
"In 1630, Michael Pauw, aburgemeester (mayor) of Amsterdam and a director of the West IndiaCompany, received a land grant as patroon on the condition that hewould plant a colony of not fewer than fifty persons within fouryears on the west bank of what had been named the North River.",693,282,0
"Three Lenape sold the land that is was to become Hoboken (and partof Jersey City) for 80 fathoms (146 m) of wampum, 20 fathoms (37 m)of cloth, 12 kettles, six guns, two blankets, one double kettle andhalf a barrel of beer. ",976,223,0
"These transactions, variously dated as July12, 1630 and November 22, 1630, represent the earliest knownconveyance for the area. ",1200,128,0
Pauw (whose Latinized name is Pavonia)neglected to settle the land and he was obliged to sell hisholdings back to the Company in 1633. ,1329,135,0
"It was later acquired byHendrick Van Vorst, who leased part of the land to Aert Van Putten,a farmer. ",1465,101,0
"In 1643, north of what would be later known as CastlePoint, Van Putten built a house and a brewery, which is consideredthe first North Americabrewery. ",1567,151,0
"In series of Indian and Dutch raids and reprisals, VanPutten was killed and his buildings destroyed, and all residents ofPavonia (as the colony was known) were ordered back to NewAmsterdam. ",1719,190,0
"Deteriorating relations with the Lenape, its isolationas an island, or relatively long distance from New Amsterdam mayhave discouraged more settlement. ",1910,152,0
"In 1664, the English tookpossession of New Amsterdam with little or no resistance, and in1668 they confirmed a previous land patent of by Nicolas Verlett.",2063,154,0
"In 1674-75 the area became part of East Jersey, and he province wasdivided into four administrative districts, Hoboken becoming partof Bergen County, where it remained until the creation of Hudson onFebruary 22, 1840. ",2218,218,0
"English-speaking settlers (some relocating fromNew England) interspersed with the Dutch, but it remained scarcelypopulated and agrarian. ",2437,137,0
"Eventually, the land came into thepossession of William Bayard, who originally supported therevolutionary cause, but became a Loyalist Tory after the fall ofNew York in 1776 when the city and surrounding areas, including thewest bank of the re-named Hudson River, were occupied by theBritish. ",2575,293,0
"At the end of the Revolutionary War, Bayard s property wasconfiscated by the Revolutionary Government of New Jersey. ",2869,117,0
"In 1784,the land described as ""William Bayard's farm at Hoebuck"" was boughtat auction by Colonel John Stevens for 18,360 poundssterling He may have usedthis lucrative source of income for testing his many mechanicalinventions. ",2987,227,0
"On October 11, 1811 his ship (theJuliana), began operation as the world's firststeam-powered ferrywith service between Manhattan and Hoboken. ",3215,142,0
"In 1832, Sybil's Caveopened as an attraction serving spring water, and after 1841 becamea legend, when Edgar Allan Poe wrote ""The Mystery of Marie Roget""about an event that took place there. ",3358,191,0
"Later, at the end of 1880s,when the water was found to be contaminated, it was shut and in the1930s, filled with concrete.
",3550,123,0
"Before his death in 1838, Stevens founded TheHoboken Land Improvement Company, which during the mid- andlate-19th century was managed by his heirs and laid out a regularsystem of streets, blocks and lots, constructed housing, anddeveloped manufacturing sites. ",3674,260,0
"In general, the housing consisted ofmasonry row houses of three to five stories, some of which surviveto the present day, as does the street grid. ",3935,147,0
"The advantages ofHoboken as a shipping port and industrial center becameapparent.
",4083,82,0
"Hoboken was originally formedas an official township on April 9, 1849, from portions of NorthBergen Township. ",4166,110,0
"As the town grew in population and employment,many of Hoboken's residents saw a need to incorporate as afull-fledged city, and in a referendum held on March 29, 1855,ratified an Act of the New Jersey Legislature signed the previousday, and the City of Hoboken was born. ",4277,270,0
"In the subsequent election,Cornelius V. Clickener became Hoboken's first mayor. On March 15,1859, the Township of Weehawken was created from portions ofHoboken and North Bergen Township.
",4548,187,0
"In 1870, based on a bequestfrom Edwin A. Stevens, Stevens Institute of Technology was foundedat Castle Point, that was a site of the Stevens family's formerestate. ",4656,164,0
"By the late 1800s, great shipping lines were using Hobokenas a terminal port, and the Delaware, Lackawanna & WesternRailroad (later the Erie Lackawanna Railroad) developed a railroadterminal at the waterfront. ",4780,210,0
"It was also during this time thatGerman immigrants, who had been settling in town during most of thecentury, became the predominant population group in the city, atleast partially due to its being a major destination port of theHamburg America Line. ",4991,250,0
"In addition to the primary industry ofshipbuilding, Hoboken became home to Keuffel and Esser'sthree-story factory and in 1884, to Tietjan and Lang Drydock (laterTodd Shipyards). ",5242,178,0
"Well-known companies that developed a majorpresence in Hoboken after the turn-of the-century included MaxwellHouse, Lipton Tea, and Hostess.
",5421,141,0
"The first officially recorded game of baseballin US history took place in Hoboken in 1846 between KnickerbockerClub and New York Nine at Elysian Fields.
",5563,153,0
"On June 19,1846 t he New York Nine defeated theKnickerbockers, 23 to 1 in four innings at Hoboken's Elysian Fieldsnear the current site of Elysian Park and the former Maxwell Housefacility.
",5811,190,1
"Hoboken hadIrish, Italian and German enclaves. But it was perhaps the Germanculture that dominated until World War I. ",6002,118,1
"Hoboken was a center ofGerman culture, with German Churches, beer halls, news papers,social clubs etc. ",6074,103,1
"The large numbers of German immigrants living inHoboken earned it the name of ""Little Bremen"".
",6178,95,1
