text,offset,length,author
"Defects in either insulin secretion or insulin action lead to diseases with high blood glucose levels collectively known as, diabetes
",0,134,0
"Insulin is a hormone that helps the cells absorb glucose to give them energy.
Acute signs of diabetes include excessive urine production, resulting compensatory thirst and increased fluid intake, blurred vision, unexplained weight loss, lethargy , and changes in energy metabolism. ",135,282,0
"These signs are effects of hyperglycemia due to diminished production of insulin or resistance to its effect.
",340,110,0
"Developed diabetes prevalence rate of 6% to 10%. So far, diabetes, cardiovascular and cancer became the third after ""health killer.""
",533,133,1
"Epidemiology: Often seen in children and young adults but can appear in any age. 5 to 10% of diagnosed diabetes in the United States occurs equally among males and females
",667,172,0
"more common in whites than in non-white Rare in most African, American Indian, and Asian populations However, some northern European countries, including Finland and Sweden, have high rates of type 1 diabetes. ",840,210,0
"The reasons for these differences are unknown.
Symptoms: Usually develop over a short period, although beta cell destruction can begin years earlier.
",1051,150,0
"increased thirst and urination constant hunger weight loss blurred vision extreme fatigue.
",1155,91,0
"If not diagnosed and treated with insulin, a person with type 1 diabetes can lapse into a life-threatening diabetic coma, also known as diabetic ketoacidosis.
",1247,159,0
"If you have Type 1, your health care provider might recommend scheduled, nutritious meals, exercise, medication, and frequent blood sugar level tests.
",1450,151,1
". Symptoms: Develop gradually
fatigue thirst weight loss blurred vision frequent urination
",1602,91,0
"Symptoms that are usually unique to type 2 diabetes: Obesity lower levels of blood glucose compared to type 1 slower onset of symptoms overall
",1664,143,0
"3. Gestational Diabetes
",1808,24,0
"Gestational occurs in pregnant women that have high blood glucose levels.
",1864,74,1
"It is caused by insulin shortage or other pregnancy hormones.
Accounts for 3-8% of pregnant women in the United States more common in older people, especially in people who are overweight American Indians have one of the highest rates of diabetes in the world. occurs more often in African Americans, American Indians, some Asian Americans, Native Hawaiians and other Pacific Islander Americans, and Hispanics/Latinos.
",1939,419,0
"On average, non-Hispanic African Americans are 1.8 times as likely to have diabetes as non-Hispanic whites of the same age. ",2297,124,0
"Mexican Americans are 1.7 times as likely to have diabetes as non-Hispanic whites of similar age.
",2422,98,0
"Risk factors: heredity obesity
lack of exercise Management: Prescribed meal plans exercise daily testing medicine
",2521,114,0
"Who's at risk?
Ages 45 or older Overweight or obese You have high blood pressure You are Latino, African American, Native American, Asian American or Pacific Islander. ",2605,168,0
You've had a baby weighing more than 9 pounds or were diagnosed with gestational diabetes during your pregnancy. ,2759,113,0
"One of your immediate family has diabetes
How is diabetes diagnosed?
1. Fasting blood glucose test
",2873,99,0
