text,offset,length,author
"b. Interactive voice response A specific numberprovided by the carrier can be called, and an Interactive VoiceResponse (IVR) would ask questions and guide the user through. ",0,173,0
TheIVR can also take the payment details and process the payment. Thee-ticket can be either sent as email or can be collected over thecounter. ,171,143,0
"Example: JetAirways uses the IVR system for payment at thecall center. After the itinerary is created by the call centreagent, the customer can pay for his tickets via the IVR.Thisensures that the payment details are secure. ",249,225,0
"After the payment issuccessful, the e-ticket is automatically generated by theapplication and mailed to the customer Shanghai SmartPay Jieyin haspartnered with Lu Hai Kong travel agency in Hefei, Anhui Province,to jointly launch mobile and telephone based payment for airlineelectronic tickets. ",404,295,0
"As part of the launch promotion, customers whobuy airline e-ticket in Lu Hai Kong ticket agency and processpayment via interactive voice response (IVR)
",700,152,0
"2. Smart Card Asmart card (also known as chip card or integrated circuitcard-ICC), is a pocket-sized card with embedded integrated circuitswhich can process information. ",853,170,0
"It can receive input, process itusing the ICC applications and delivers the output. ",1021,84,0
"The airlinesmart card enables to easily and quickly identify passengers, boarda flight, obtain a ticket, and pay for other products and services.",1106,145,0
"The smart card provides airlines the opportunity to make savings indistribution costs, provides better security against fraud, allowsmore of their passengers to use self-service facilities, andprovides a better means of identification of their frequenttravelers. ",1252,263,0
Examples: Air France has issued smart cards to frequentflyers on its routes from Paris Orly to Marseille and Toulouse. ,1516,119,0
Thecard is a contact-less smart card using the Mifare radio frequencytechnology (similar to the Lufthansa card). ,1636,113,0
"Gemplus is the supplierof the cards. The card has been used as passenger identification,the ticket and boarding authority.
",1750,123,0
3. GDS developed Application GDS providesapplications that the participating carrier can purchase and use toinform its passengers by means of alerts on their mobile phones.,1837,172,0
"The alerts can be for flight delays, terminal/gate changes, flightcancellations, airport/airline alerts, city/country securityalerts, as well as a trip reminder service. ",2007,170,0
"Alerts can be privateor custom branded with contact information and can be sent viaVoice, e-mail, fax or Short Messaging System (SMS). ",2178,135,0
Customizedalerts or marketing messages can be also created to get in touchwith the passengers anywhere they may be; Patheo offers this same applications too. ,2314,158,0
"The alertscan be delivered to travelers via WML and HDML phones, Web-enabledPDAs and RIM Blackberry devices. ",2473,109,0
"Any device that receives e-mail orSMS (AOL, MSN, Yahoo, ICQ) can receive Alert Notifications.",2583,93,0
"Example: Sabre InformSM mobile service is a solution that providesthe participating carriers passengers with access to their travelplans 24 hours a day, 7 days a week. ",2677,168,0
"Mobile services for thecustomers can be enabled at minimal cost, time and effort. ",2846,82,0
"There isno hardware or software to purchase, no developers to train and nosystems to maintain and operate. ",2929,107,0
"Convenient, efficient and easy toimplement, Sabre InformSM helps foster long-term customerrelationships and maintain a distinct competitive advantage.
",3037,151,0
"4. Airline developed Application A softwareapplication can be installed on the phone that would provide accessto a specific airline s reservation system, book, pay and generatee-tickets via phone. ",3189,197,0
This would require a JAVA enabled handset withGPRS connection. Example: Jet Airways has launched a mobileairline-ticketing service called JetWallet. ,3384,149,0
"JetWallet allows tobook, pay (via credit card) and generate e-tickets on the phone.",3471,83,0
"E-Tickets are emailed to a user specified email addresses, and acopy of the details is sent via SMS. ",3555,101,0
"JetWallet also allows tochange,cancel and refund e-tickets on the phone.There s also anoption to check-in via JetWallet. ",3657,121,0
"The application can be used fordomestic flights only.
5. Phone Manufacturer/GDS developed ApplicationMobile phone manufacturers generally provide integrated softwarefor the use of applications like MS Office and also for connectingto the Internet using GPRS on WAP. ",3707,266,0
"These applications can alsoprovide pre-programmed interface to a GDS. Using this feature,travel plans can be made, schedules can be seen and tickets canalso be booked. ",3917,168,0
Example: Sabre Holdings signed an agreement withMotorola to power its Mobile Office Solution with travel andticketing capabilities for mobile professionals. ,4016,157,0
Motorola sintegration with Sabre's wireless travel is a part of its TravelConnector component of the Mobile Office Solution. ,4174,125,0
Also Patheo (Patheo GDS) has a similartechnology using mobile office electric transactions on current GDSsolutions. ,4300,116,0
Motorola and WORLDSPAN furnishtravel information via Motorola's Internet-access-enabled wirelessdevices. ,4417,105,0
Through Motorola's Mobile Internet Exchange communicationsplatform (also known as the MIX platform) and its enhanced voicecapabilities carriers will be able to offer their customers accessto WORLDSPAN's travel services through any phone. ,4523,238,0
"WORLDSPAN is thefirst travel channel provider to the core content of Motorola's MIXplatform.
",4762,93,0
6. WAP sites of GDS The WAP versions of the sites ofGDS provides users of mobile phones to surf the site on their GPRSmobile phones and plan the travel. ,4856,153,0
"Example: Amadeus, aSpanish-based technology provider for the travel and tourismindustries, is live with its Wireless Travel Management( WTM ) system together with Scandinavianregional carrier Wideroe. ",5007,201,0
The system enables Wideroe's customers tocheck flight availability and book or cancel flights with over 500airlines around the globe from a WAP-enabled mobile device. ,5209,167,0
"Inaddition, passengers traveling with Wideroe can receive real-timeupdates about flight departure and arrival times. ",5377,117,0
"WTM was developedjointly by Amadeus, Swedish telecomms systems provider Ericsson andSmart, Amadeus' Scandinavian and Baltic distributionpartner.
",5495,145,0
"Regardless of the kind of ticket and how travellersmanage their ""pre-flight processes"",
",6060,88,1
"Small valuables: cash, credit cards, jewelry, cameras. Critical items: medicine, keys, passport, tour vouchers,business papers. ",6149,128,1
"Irreplaceable items: manuscript, heirlooms. Fragile items: eyeglasses, glass containers, liquids.
",6223,98,1
