text,offset,length,author
"The Yahoo Company And Its Services
Back to the time when Google wasn't the mostfamous search engine yet, many people used Yahoo and some stilldo.
",0,146,1
"Features of Yahoo Now that we know what Yahoo values, we should now check outwhat these great values make -- Yahoo's diverse features.
",112,135,1
"Yahoo! Voice
Yahoo! Voice is a Voice over IP PC-PC, PC-Phoneand Phone-to-PC service provided by Yahoo! ",286,103,0
"via its Yahoo! Messengerinstant messaging application. It is also available for the Mac OSX platform
",370,101,0
"Voicemail and file sharing
Yahoo! added voicemail and file sendingcapabilities to their client. ",417,96,0
"File-sharing of sizes up to 2GB wasadded to Yahoo meseneger Plug-ins
As of 8.0, Yahoo! ",480,87,0
Messenger has added theability for users to create plug-ins (via the use of the freelyavailable Yahoo! ,499,103,0
"Messenger Plug-in SDK), which are then hosted andshowcased on the Yahoo! Plug-in gallery. ",603,90,0
"Yahoo! Mailintegration
Yahoo! plans to integrate Yahoo! Mail Beta andYahoo! Messenger. ",621,87,0
"Conversations will be archived and stored in thesame manner as emails. This allows users to search within theirchat logs easily, and to have them centrally stored and accessiblefrom any computer.
",633,196,0
"Chat
All versions of Yahoo! Messenger have includedthe ability to access Yahoo! Chat rooms.
",759,92,0
"On June 19, 2005, with no advance warning,Yahoo! disabled users' ability to create their own chat rooms. ",772,105,0
"Themove came after KPRC-TV in Houston, Texas reported that many of theuser-created rooms were geared toward pedophilia. ",829,120,0
Many regulars inthese rooms used the rooms to set up meetings to have sex withchildren and trade lewd pictures. ,950,112,0
"While it was thought this movecame as a result of several advertisers pulling their ads fromYahoo!, a more likely cause was a $10 million lawsuit filed bywatchdog groups of internet portals on behalf of a 12-year-oldvictim of molestation.
",1063,239,0
Yahoo! has since closed down the chat.yahoo.comsite (which is now a redirect to a section of the Yahoo! ,1303,104,0
Messengerpage) because the great majority of chat users accessed it throughMessenger. ,1401,86,0
"In August 2007, it began requiring word verification inorder to use Yahoo! Chat. ",1488,81,0
"Officially, this is to guard againstspammers and automated bots, which had been a source of frustrationfor many chatters (This method has proved highly unsuccessful, asmany rooms now have more bots than users). ",1495,211,0
"However, as this alsologs users' IP addresses, this feature could presumably be used tomonitor against the type of behavior that prevailed in thepedophilia-oriented rooms. ",1707,172,0
"The company claims to be still workingon a way to allow users to create their own rooms while providingsafeguards against abuse.
",1880,129,0
"As of November 2008, Yahoo's inability tocontrol chat bots and spammers continues to be a major issue. ",2010,103,0
"Over90% of all chat messages, even in supposedly family oriented chatrooms like genealogy, appear to be originated by automated spambots spewing solicitations for adult activities, web cams andpictures.
",2114,203,0
"On October 16th, 2008, the Yahoo! Profilescommunity rolled out a new beta profile network with no priorannouncement. ",2318,117,0
"According to customer feedback, the new profiles nowresemble a stripped-down version of MASH.
",2402,94,0
"This unexpected move resulted in hundreds ofthousands of existing profiles being cleared of allinformation.
",2497,108,0
"Web Messenger
Similar to MSN Web Messenger and AOL InstantMessenger's Aim Express and Quick Buddy, Yahoo! ",2606,106,0
Messenger also hasa web applet version that runs in a browser window to communicatewith friends. ,2699,97,0
"Recently, it has switched from DHTML to Adobe Flashin coding. Offline messaging
Offline messaging, a feature long offered byYahoo!, allows online users to send messages to their contacts,even if said contacts are not signed in at the time. ",2797,240,0
The sender'soffline contacts will receive these messages when they next goonline . ,2958,83,0
This sets Yahoo apart from Skypewhere in the offline message will only be sent if both the personsare online. ,3042,110,0
"Interoperability
On October 13, 2005, Yahoo! and Microsoftannounced plans to introduce interoperability between their twomessengers, creating the second largest real time communicationsservice userbase worldwide: 40 percent of all users (AIM currentlyholds 56 percent). ",3153,270,0
"The announcement comes after years of 3rd partyinteroperability success (most notably, Trillian, Pidgin) andcriticisms that the major real time communications services werelocking their networks. ",3379,196,0
"Microsoft has also had talks with AOL in anattempt to introduce further interoperability, but so far, AOLseems unwilling to participate.
",3576,137,0
"Interoperability between Yahoo! and WindowsLive Messenger was launched July 12, 2006. ",3714,86,0
"This allows, for Yahoo!and Windows Live Messenger users to chat to each other without theneed to create an account on the other service, provided bothcontacts use the latest versions of the clients. ",3769,199,0
"For now, it'simpossible to talk using the voice service among bothmessengers. URI scheme
",3946,89,0
"Yahoo! Messenger's installation processautomatically installs an extra URI scheme (""protocol"") handlerinto some web browsers, so that URIs beginning ""ymsgr:"" can open anew Yahoo! ",3958,179,0
"Messenger window with specified parameters. This issimilar in function to the mailto: URI scheme, which creates a newe-mail message using the system's default mail program. ",4131,173,0
"Forinstance, a web page might include a link like the following in itsHTML source to open a window for sending a message to the YIM usernotarealuser:
",4261,150,0
"Games
Before people started playing games onFacebook, (Farmville, anyone?), Yahoo entertains its users byoffering lots of games they can play. ",4412,143,0
There are various games andapplications available that can be accessed via the conversationwindow by clicking the games icon and challenging your currentcontact. ,4550,162,0
"It requires Java to work.
",4713,26,0
Yahoo uses the Kelkooprice comparison service it acquired in April 2004 to power Yahoo!,5696,87,1
"Shopping in 6 countries.
Yahoo! Real Estate waslaunched by Yahoo! in June 1998 with the mission to provide homebuyers, sellers and renters with the most relevant andcomprehensive set of information and tools. ",5784,209,1
"With access to overthree million homes for sale and apartments for rent, Yahoo! Realestate provides one of the most comprehensive listings searchexperiences on the web. ",5928,169,1
"Beyond listings search, Yahoo! Real Estatealso provides users with various real estate tools andproducts.
",6018,106,1
"Reading all of these, one will come toconclusion that indeed, Yahoo offers a lot of things to theircustomers and its employees live up to their values, which isevident in their services.
",6094,187,1
