text,offset,length,author
"More employers are beginning to realize that their success and growth depend, more than ever, on teamwork, collaboration, diverse views, new and fresh perspectives, and creative innovation. ",0,190,1
"As our population itself becomes more diverse, how well people get along with others, how well they encourage cooperation and friendly attitudes, are becoming leading criteria for making smart hiring and firing decisions.
",191,222,1
Inclusion and diversity are now clearly key factors in helping your business prosper and grow. ,414,95,1
"This actually represents a major and growing change in workplace values, priorities, human relations and hiring policies.
",510,122,1
"Forward looking policies include valuing a broad range of differing perspectives, opinions and attitudes, expanding the range of opportunities for individual responsibility, advancement and innovation, developing high-performing teams, and developing strategic business alliances with suppliers who share these values and aims.
",633,328,1
Still others claim that merely valuing diversity and the legitimacy of differences is not enough. ,962,98,1
We must actually learn to rely on these differences if we expect to create the most effective teams. ,1061,101,1
"We need to assume and expect cooperation and communication of diverse ideas to result in a competitive advantage.
",1163,114,1
Now you know enough to begin developing increasing sensitivity to cross-cultural issues in the workplace. ,1274,106,0
"You're aware of differences in values, communication styles and aspirations. This is a solid beginning. ",1381,104,0
To step beyond simple recognition of the issues involved in cultural diversity means actively developing a work environment that works for all employees. ,1409,154,0
"This is not a task to be taken up and then quickly and efficiently completed. This is a long-term shift toward managing people and processes that respects their diversity and includes as many of their mixed talents and strengths as possible, while alienating as few you can.
",1564,275,0
"We all grew up in, and developed a sense of belonging to, a particular culture. Managers, employees, vendors, consultants, leaders and followers are all essential business resources that need to be managed effectively if our businesses are to thrive. ",1762,251,0
The degree of diversity we now face in our businesses and in our cultures cannot be navigated successfully using a model based on us versus them. ,1934,146,0
"We must graduate to a more comprehensive view of the situation that includes everyone as inherently valuable resources to be guided, led, managed and brought together in a harmonious symphony of productive cooperation. ",2081,219,0
"We need to appreciate the ways in which other people's cultural standards and social values are as valid as our own in their world, so we can bring them into our own culture without destroying what is most unique and precious about what they bring to the mix. ",2301,260,0
"If we can learn to value their differences, we can learn to penetrate the markets they come from as well -- and thus use diversity as a powerful business asset.
",2562,161,0
"Embracing a wider range of cultural norms requires us to shift our thinking about language, leadership, technological expectations, personal identity, social organization, workplace safety, face-saving, authority conception, nonverbal behavior, teamwork, the perception of time and who knows what else?
",2724,303,0
Most of us have spent the bulk of our work lives working in domestic settings where the dominant culture willfully set specifically narrow standards to which workers had to conform. ,3028,182,0
"The dominant culture has traditionally passed judgment and decided, for everyone choosing to work there, what was acceptable behavior and what was unacceptable behavior.
",3211,170,0
Cross-cultural differences have not typically been considered. Cross-cultural differences were irrelevant because you're working here now and this is how we do things here. ,3382,173,0
"If you don't like it, then you can leave. The norms of our dominant culture were only slightly bendable and never breakable without serious repercussions. ",3493,155,0
"Right and wrong never entered into it. ""This is the way it is"" was the battle cry of the dominant culture.
",3607,107,0
Major areas of cultural difference are foreign in one's own culture. It's only now that our global populations are becoming so intertwined and intermixed that we're having to consider these issues as vital to a productive workforce in the decades ahead. ,3676,254,0
"While we might consider speaking Portuguese in the United States as undesirable or even ""wrong-headed"", international business effectiveness demands the reevaluation of such provincial judgments. ",3862,196,0
"Every culture is natural and normal in its native context, and the context in which we're living, our ""native context"" is changing... ",4059,134,0
"Let's face it, the more Portuguese customers we sell to, the more hearing our employees speaking their language will sound like welcome music to our ears...
",4194,157,0
"The workforce is changing and becoming more diverse. Travel and relocation among different cultures continues to make the whole world more of a ""melting pot"" where people from all over the globe come together and ""mix""... ",4352,222,0
The traditionally dominant culture in a society is becoming less dominant. This is largely a numbers game. ,4522,107,0
"The judgements of the formerly dominant culture are being brought into question more and more as they represent the living culture as a whole less and less.
",4555,157,0
Even in the United States we're seeing a much more diverse workforce (and college population) than ever before. ,4713,112,0
These demographic changes in the workforce have reduced the size and influence of the historically dominant culture significantly. ,4826,131,0
"New minority cultures are gaining size and influence as they live and work side by side with ""the rest of us"".
",4958,111,0
Many countries are reaching greater levels of diversity than ever before in their histories. ,5070,93,0
"Their populations are increasingly diverse and multicultural in fact, even if not yet fully in perception. ",5164,107,0
P And the new explosion of diversity in our cultures and our workplaces creates change on many levels. ,5272,103,0
"Now people have even more to resist than ""change"". They also resist losing the comfort and familiarity of living and working with people like themselves -- another reason to resist diversity. ",5376,192,0
"Some people feel they're losing something... something of their old identity, something they once took for granted.
",5518,116,0
Some people who felt comfort in being part of the dominant majority are losing that comfort and confidence as they find themselves becoming less dominant. ,5635,155,0
